3.083944807734053106e-01,3.165469903595451995e-01,3.125948792156159062e-01,3.186202864042330107e-01,1.680737248254524918e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.166178144708287068e-01,3.153061096794875784e-01,3.193100295566514979e-01,3.168762785073869215e-01,1.375637142755538056e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.238444342606375814e-01,3.227517159549384007e-01,3.240356256321429984e-01,3.243506342570458001e-01,1.616038809402448873e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.278369004602214032e-01,3.217681488386199828e-01,3.277390317658216978e-01,3.223417148372281771e-01,1.474950806652363111e-01,9.133943661971831718e-01,0.000000000000000000e+00
3.187969023845559913e-01,3.360240258563422788e-01,3.219747016869206058e-01,3.328866628364136049e-01,1.743189092116025074e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.265817351964560022e-01,3.340234534717868020e-01,3.307470046607134950e-01,3.321337297351024120e-01,1.645246322352744983e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.403929680891603082e-01,3.380248775834526764e-01,3.412733523954953885e-01,3.416740069058556983e-01,1.343992484678938892e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.403932282926308006e-01,3.370247569611721228e-01,3.415242378500908949e-01,3.351465599566683107e-01,1.078648309052760990e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.408953501493869886e-01,3.392755125020395779e-01,3.437798388896901036e-01,3.396656786179031995e-01,1.073697858014959067e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.418998044691914928e-01,3.385252339791053888e-01,3.427772776431891044e-01,3.411720515049815883e-01,2.310853652754233933e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.469220451802886851e-01,3.452778101407107947e-01,3.442809828316500953e-01,3.469463964580392079e-01,1.548484192932753079e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.489309742894969868e-01,3.475287636156960125e-01,3.502961204205802814e-01,3.494571023839121993e-01,9.288018160050259819e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.549576934403887996e-01,3.492793444301361960e-01,3.535542440151159815e-01,3.492059557886567078e-01,1.127619693934400064e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.544553532300505072e-01,3.485289424455415008e-01,3.533035015145936097e-01,3.474483518589133735e-01,1.457395893837198919e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.531998021446137170e-01,3.510299630970065143e-01,3.555592101482523137e-01,3.519676394149667265e-01,1.127619693934400064e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.584734385435712767e-01,3.585331710216698164e-01,3.615746016474616908e-01,3.594997571925863111e-01,1.699511029978306997e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.650022921694647260e-01,3.592832815209807129e-01,3.593187874566055040e-01,3.582442775585358841e-01,1.695246026007277973e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.622400904963798962e-01,3.595334656706457022e-01,3.533037110972954142e-01,3.512145374188371805e-01,3.231409063429783735e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.579712608652511063e-01,3.610342310699221069e-01,3.595696332728778866e-01,3.562359492705833852e-01,1.485384834224345030e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.599800791865095939e-01,3.560320656862657196e-01,3.600707501467264038e-01,3.579932998580986903e-01,1.066081779495264004e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.614866288624000723e-01,3.602836859712724160e-01,3.645819721916175871e-01,3.630144583676171988e-01,7.133429546828509715e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.677645328050740958e-01,3.632848161728332026e-01,3.598199917341379783e-01,3.529718880063523745e-01,7.834870378492429788e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.564643814833663993e-01,3.567822794476604997e-01,3.570630968230202873e-01,3.605038368891533840e-01,1.054352722229466022e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.645001590539508896e-01,3.647855279532584150e-01,3.628276508438866843e-01,3.672826837758241814e-01,1.012654840506869020e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.707781859161811133e-01,3.705380128132558792e-01,3.733543285420798941e-01,3.677849769663357749e-01,1.151838823627031050e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.685178283039713953e-01,3.685368978792847861e-01,3.673388144692041890e-01,3.725549044331892268e-01,1.075144912933700958e-01,0.000000000000000000e+00,0.000000000000000000e+00
