Open,High,Low,Close,Volume,Dividends,Stock Splits
0.005220069678168959,0.005201923464315195,0.0061758247450721115,0.0032772984390645465,0.189157196969697,0.0,0.0
0.005086364042309943,0.004468435760493439,0.00483339426854279,0.00802616065208317,0.4058752417794971,0.0,0.0
0.009369414921610086,0.006735841401341758,0.00926379418621237,0.009898793536430028,0.22889046717171715,0.0,0.0
0.004350022010230825,0.0020673802588004886,0.001745273136925074,0.0,0.2675387518805072,0.0,0.0
0.0,0.0,0.0,0.00020071928886505885,0.2853929924242424,0.0,0.0
0.0008700183085305069,0.0010670920793203753,0.0011411917451692455,0.004347497528756128,0.33126192107242636,0.0,0.0
0.005621658777577143,0.005535423806258655,0.006242997933876671,0.0046819147314706155,0.36973256501182034,0.0,0.0
0.008097873904617192,0.008136399441342868,0.010606412144865629,0.011504030593077808,0.23796559343434345,0.0,0.0
0.008900862326442438,0.007802843365890044,0.009263740263264597,0.011169514865739971,0.2530580069310122,0.0,0.0
0.013786309034643007,0.012604588196884425,0.016245104862283033,0.013911676813224971,0.13857323232323232,0.0,0.0
0.017132657447442246,0.018673618479936538,0.018729008890586984,0.02233910362494751,0.2471789033956587,0.0,0.0
0.020813475208993626,0.024142277241408383,0.023830777198581787,0.025549479213619775,0.23453282828282832,0.0,0.0
0.025566695310165644,0.0262616861271755,0.026697297808396414,0.02987766591620461,0.33157757763808293,0.5231984113727892,0.0
0.030574121846076052,0.02666627756459783,0.03110915986176388,0.02987766591620461,0.28034248737373735,0.0,0.0
0.03226572662145166,0.028958879381247804,0.028937069029869034,0.027713523302600518,0.09775497662798197,0.0,0.0
0.02813794764276284,0.024778071110319044,0.022692571095079772,0.02081561737450205,0.13768553218353752,0.0,0.0
0.020356191464447115,0.01796742636042309,0.018959489090492665,0.017434326195519934,0.17980587121212122,0.0,0.0
0.01656674314565132,0.01736050094902647,0.019027325397516393,0.017501914087119597,0.1833175505050505,0.0,0.0
0.017243453925646524,0.015742171778034497,0.01651601151410531,0.017569575872186827,0.17211174242424243,0.0,0.0
0.017514193805054312,0.01648396233417787,0.01821290879412557,0.01932792019347873,0.09278338571889105,0.0,0.0
